Nama,Kabupaten,Kecamatan,Kelurahan,Luas,Jenis
JH Cempaka Baru III, Jakarta Pusat , Kemayoran , Cempaka Baru ,304, Jalur Hijau Jalan 
JH Harapan Jaya, Jakarta Pusat , Kemayoran , Cempaka Baru ,1200, Jalur Hijau Jalan 
JH Cempaka Baru Taman, Jakarta Pusat , Kemayoran , Cempaka Baru ,100, Jalur Hijau Jalan 
JH Sumur Batu Raya, Jakarta Pusat , Kemayoran , Cempaka Baru ,733, Jalur Hijau Jalan 
JH Gunung Sahari Raya (Gng Sahari Sel), Jakarta Pusat , Kemayoran , Gunung Sahari Selatan ,1200, Jalur Hijau Jalan 
JH Angkasa, Jakarta Pusat , Kemayoran , Gunung Sahari Selatan ,30607, Jalur Hijau Jalan 
JH Bungur Besar Raya, Jakarta Pusat , Kemayoran , Gunung Sahari Selatan ,10515, Jalur Hijau Jalan 
JH Gunung Sahari Raya, Jakarta Pusat , Kemayoran , Gunung Sahari Selatan ,22538, Jalur Hijau Jalan 
JH Kali Baru Barat (Kbn Kosong), Jakarta Pusat , Kemayoran , Kebon Kosong ,1516, Jalur Hijau Jalan 
JH Dakota, Jakarta Pusat , Kemayoran , Kebon Kosong ,150, Jalur Hijau Jalan 
JH Kemayoran Gempol, Jakarta Pusat , Kemayoran , Kebon Kosong ,600, Jalur Hijau Jalan 
JH Angkasa (Pool Damri), Jakarta Pusat , Kemayoran , Kemayoran ,485, Jalur Hijau Jalan 
JH Kemayoran Ketapang, Jakarta Pusat , Kemayoran , Kemayoran ,1500, Jalur Hijau Jalan 
JH Kepu Selatan Pinggir Sungai, Jakarta Pusat , Kemayoran , Kemayoran ,900, Jalur Hijau Jalan 
JH Kepu Barat, Jakarta Pusat , Kemayoran , Kemayoran ,800, Jalur Hijau Jalan 
JH Serdang Baru III, Jakarta Pusat , Kemayoran , Serdang ,830, Jalur Hijau Jalan 
JH Serdang Masuk Komplek, Jakarta Pusat , Kemayoran , Serdang ,2000, Jalur Hijau Jalan 
JH SKIP Kemayoran, Jakarta Pusat , Kemayoran , Serdang ,3500, Jalur Hijau Jalan 
JH Serdang (Depan Kecamatan), Jakarta Pusat , Kemayoran , Serdang ,190, Jalur Hijau Jalan 
JH Serdang Raya, Jakarta Pusat , Kemayoran , Serdang ,1000, Jalur Hijau Jalan 
JH Lapangann Pors, Jakarta Pusat , Kemayoran , Serdang ,1800, Jalur Hijau Jalan 
JH Serdang Sumur Batu Raya, Jakarta Pusat , Kemayoran , Serdang ,1900, Jalur Hijau Jalan 
JH Serdang (Depan Ps Inpres), Jakarta Pusat , Kemayoran , Serdang ,1230, Jalur Hijau Jalan 
JH Serdang III, Jakarta Pusat , Kemayoran , Serdang ,900, Jalur Hijau Jalan 
JH Kemayoran Utara, Jakarta Pusat , Kemayoran , Sumur Batu ,92, Jalur Hijau Jalan 
JH Brend, Jakarta Pusat , Kemayoran , Sumur Batu ,611, Jalur Hijau Jalan 
JH Letjen Suprapto (Sumur Batu), Jakarta Pusat , Kemayoran , Sumur Batu ,1100, Jalur Hijau Jalan 
JH Sumur Batu, Jakarta Pusat , Kemayoran , Sumur Batu ,715, Jalur Hijau Jalan 
JH Berlian, Jakarta Pusat , Kemayoran , Sumur Batu ,1064, Jalur Hijau Jalan 
JH Jamrud Raya, Jakarta Pusat , Kemayoran , Sumur Batu ,1200, Jalur Hijau Jalan 
JH Bazoka, Jakarta Pusat , Kemayoran , Sumur Batu ,2400, Jalur Hijau Jalan 
JH Biduri, Jakarta Pusat , Kemayoran , Sumur Batu ,700, Jalur Hijau Jalan 
JH Roket, Jakarta Pusat , Kemayoran , Sumur Batu ,1000, Jalur Hijau Jalan 
JH Sumur Batu Jembatan, Jakarta Pusat , Kemayoran , Sumur Batu ,21000, Jalur Hijau Jalan 
JH Bendungan Jago - Haji Ung, Jakarta Pusat , Kemayoran , Utan Panjang ,300, Jalur Hijau Jalan 
JH Utan Panjang II, Jakarta Pusat , Kemayoran , Utan Panjang ,800, Jalur Hijau Jalan 
JH Kemayoran, Jakarta Pusat , Kemayoran , Utan Panjang ,532500, Jalur Hijau Jalan 
JH Tanah tinggi timur, Jakarta Pusat , Kemayoran , Utan Panjang ,1965, Jalur Hijau Jalan 
JH Utan Panjang, Jakarta Pusat , Kemayoran , Utan Panjang ,2344, Jalur Hijau Jalan 
JH Utan Panjang I, Jakarta Pusat , Kemayoran , Utan Panjang ,600, Jalur Hijau Jalan 
JH Kebon Sirih Dalam, Jakarta Pusat , Menteng , -   ,3839, Jalur Hijau Jalan 
JH Blora, Jakarta Pusat , Menteng , -   ,1044, Jalur Hijau Jalan 
JH Kyai Caringin, Jakarta Pusat , Menteng , -   ,330, Jalur Hijau Jalan 
JH Cikini Raya, Jakarta Pusat , Menteng , Cikini ,3300, Jalur Hijau Jalan 
JH Cimandiri, Jakarta Pusat , Menteng , Cikini ,1757, Jalur Hijau Jalan 
JH Cilosari, Jakarta Pusat , Menteng , Cikini ,1300, Jalur Hijau Jalan 
JH Tanjung, Jakarta Pusat , Menteng , Gondangdia ,2250, Jalur Hijau Jalan 
JH Agus Salim, Jakarta Pusat , Menteng , Gondangdia ,7065, Jalur Hijau Jalan 
JH Theresia Gereja, Jakarta Pusat , Menteng , Gondangdia ,4111, Jalur Hijau Jalan 
JH Jambu, Jakarta Pusat , Menteng , Gondangdia ,1725, Jalur Hijau Jalan 
JH Cendana, Jakarta Pusat , Menteng , Gondangdia ,1852, Jalur Hijau Jalan 
JH Cut Nyak Dien, Jakarta Pusat , Menteng , Gondangdia ,1317, Jalur Hijau Jalan 
JH Sutan Syahrir, Jakarta Pusat , Menteng , Gondangdia ,17174, Jalur Hijau Jalan 
JH Sudan, Jakarta Pusat , Menteng , Gondangdia ,600, Jalur Hijau Jalan 
JH Gereja Theresia, Jakarta Pusat , Menteng , Gondangdia ,1380, Jalur Hijau Jalan 
JH Yusuf Adiwinata, Jakarta Pusat , Menteng , Gondangdia ,2290, Jalur Hijau Jalan 
JH Rasamala, Jakarta Pusat , Menteng , Gondangdia ,782, Jalur Hijau Jalan 
JH Teuku Umar, Jakarta Pusat , Menteng , Gondangdia ,8205, Jalur Hijau Jalan 
JH Palem, Jakarta Pusat , Menteng , Gondangdia ,2250, Jalur Hijau Jalan 
JH Suwiryo, Jakarta Pusat , Menteng , Gondangdia ,5536, Jalur Hijau Jalan 
JH Maluku, Jakarta Pusat , Menteng , Gondangdia ,2333, Jalur Hijau Jalan 
JH Irian, Jakarta Pusat , Menteng , Gondangdia ,971, Jalur Hijau Jalan 
JH Boplo Pasar, Jakarta Pusat , Menteng , Gondangdia ,750, Jalur Hijau Jalan 
JH Cemara, Jakarta Pusat , Menteng , Gondangdia ,1414, Jalur Hijau Jalan 
JH Sunda, Jakarta Pusat , Menteng , Gondangdia ,1064, Jalur Hijau Jalan 
JH Lombok, Jakarta Pusat , Menteng , Gondangdia ,2714, Jalur Hijau Jalan 
JH Sam Ratulangi, Jakarta Pusat , Menteng , Gondangdia ,1875, Jalur Hijau Jalan 
JH Jaksa, Jakarta Pusat , Menteng , Kebon Sirih ,1976, Jalur Hijau Jalan 
JH Patung Tani Menteng, Jakarta Pusat , Menteng , Kebon Sirih ,10676, Jalur Hijau Jalan 
JH Wahid Hasyim (Kbn Sirih), Jakarta Pusat , Menteng , Kebon Sirih ,2000, Jalur Hijau Jalan 
JH Cut Mutiah, Jakarta Pusat , Menteng , Kebon Sirih ,2565, Jalur Hijau Jalan 
JH Kendal, Jakarta Pusat , Menteng , Menteng ,3290, Jalur Hijau Jalan 
JH Cimahi, Jakarta Pusat , Menteng , Menteng ,1547, Jalur Hijau Jalan 
JH Cicurug, Jakarta Pusat , Menteng , Menteng ,570, Jalur Hijau Jalan 
JH Pegangsaan Barat, Jakarta Pusat , Menteng , Menteng ,3550, Jalur Hijau Jalan 
JH Teuku Cik Ditiro, Jakarta Pusat , Menteng , Menteng ,8424, Jalur Hijau Jalan 
JH Pekalongan, Jakarta Pusat , Menteng , Menteng ,855, Jalur Hijau Jalan 
JH Tegal, Jakarta Pusat , Menteng , Menteng ,806, Jalur Hijau Jalan 
JH MH Thamrin, Jakarta Pusat , Menteng , Menteng ,16550, Jalur Hijau Jalan 
JH Latuharhary (Menteng B), Jakarta Pusat , Menteng , Menteng ,80000, Jalur Hijau Jalan 
JH Malang, Jakarta Pusat , Menteng , Menteng ,787, Jalur Hijau Jalan 
JH Indramayu, Jakarta Pusat , Menteng , Menteng ,751, Jalur Hijau Jalan 
JH Sumenep, Jakarta Pusat , Menteng , Menteng ,13923, Jalur Hijau Jalan 
JH Lembang, Jakarta Pusat , Menteng , Menteng ,1946, Jalur Hijau Jalan 
JH Diponegoro, Jakarta Pusat , Menteng , Menteng ,19664, Jalur Hijau Jalan 
JH Banyumas, Jakarta Pusat , Menteng , Menteng ,730, Jalur Hijau Jalan 
JH Subang, Jakarta Pusat , Menteng , Menteng ,663, Jalur Hijau Jalan 
JH Madiun, Jakarta Pusat , Menteng , Menteng ,570, Jalur Hijau Jalan 
JH Ambarawa, Jakarta Pusat , Menteng , Menteng ,175, Jalur Hijau Jalan 
JH Kebumen, Jakarta Pusat , Menteng , Menteng ,474, Jalur Hijau Jalan 
JH Bwh Layang Kereta Api, Jakarta Pusat , Menteng , Menteng ,15000, Jalur Hijau Jalan 
JH Teluk Betung, Jakarta Pusat , Menteng , Menteng ,10503, Jalur Hijau Jalan 
JH Mohammad Yamin, Jakarta Pusat , Menteng , Menteng ,15124, Jalur Hijau Jalan 
JH Karawang, Jakarta Pusat , Menteng , Menteng ,573, Jalur Hijau Jalan 
JH Cianjur, Jakarta Pusat , Menteng , Menteng ,1675, Jalur Hijau Jalan 
JH Latuharhary (Menteng A), Jakarta Pusat , Menteng , Menteng ,3919, Jalur Hijau Jalan 
JH Duku Atas (Menteng A), Jakarta Pusat , Menteng , Menteng ,3000, Jalur Hijau Jalan 
JH Dukuh Atas (Menteng B), Jakarta Pusat , Menteng , Menteng ,2943, Jalur Hijau Jalan 
JH Imam Bonjol, Jakarta Pusat , Menteng , Menteng ,16460, Jalur Hijau Jalan 
JH Blitar, Jakarta Pusat , Menteng , Menteng ,667, Jalur Hijau Jalan 
JH Sukabumi, Jakarta Pusat , Menteng , Menteng ,1587, Jalur Hijau Jalan 
JH Kusumaatmaja, Jakarta Pusat , Menteng , Menteng ,3279, Jalur Hijau Jalan 
JH Viaduct Latuharhary, Jakarta Pusat , Menteng , Menteng ,900, Jalur Hijau Jalan 
JH Bandung, Jakarta Pusat , Menteng , Menteng ,836, Jalur Hijau Jalan 
JH Salatiga, Jakarta Pusat , Menteng , Menteng ,478, Jalur Hijau Jalan 
JH Tambak, Jakarta Pusat , Menteng , Pegangsaan ,609, Jalur Hijau Jalan 
JH Kimia Pinggir Kali, Jakarta Pusat , Menteng , Pegangsaan ,888, Jalur Hijau Jalan 
JH Anyer, Jakarta Pusat , Menteng , Pegangsaan ,3650, Jalur Hijau Jalan 
JH Surabaya, Jakarta Pusat , Menteng , Pegangsaan ,4276, Jalur Hijau Jalan 
JH POS, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Lapangan Banteng Timur, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Industri & Jalur Tengah, Jakarta Pusat , Sawah Besar , -   ,919, Jalur Hijau Jalan 
JH Perwira, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Lapangan Banteng Barat, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Gunung Sahari VII A, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Kathedral, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Gereja Ayam, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Mangga Dua Dalam, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Budi Utomo, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Rajawali Selatan III, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Mangga Besar Raya, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Rajawali Selatan XII, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Lapangan Banteng Utara, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH P. Jayakarta, Jakarta Pusat , Sawah Besar , -   ,5200, Jalur Hijau Jalan 
JH Mangga Dua Selatan, Jakarta Pusat , Sawah Besar , -   ,1200, Jalur Hijau Jalan 
JH Pisang Batu, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Lapangan Banteng Selatan, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Gunung Sahari VII B, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Kesenian, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Sentani, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Mangga Dua Raya, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Kartini VIII, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Dwi Warna, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Rajawali Selatan Raya, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Mangga Dua Abdad, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Antara, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Rajawali Selatan II, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Mangga Besar, Jakarta Pusat , Sawah Besar , -   ,1000, Jalur Hijau Jalan 
JH Industri (Gng Sahari Ry), Jakarta Pusat , Sawah Besar , Gunung Sahari Utara ,504, Jalur Hijau Jalan 
JH Kalimati, Jakarta Pusat , Sawah Besar , Gunung Sahari Utara ,3000, Jalur Hijau Jalan 
JH Karang Anyar A, Jakarta Pusat , Sawah Besar , Karang Anyar ,1000, Jalur Hijau Jalan 
JH Karang Anyar B, Jakarta Pusat , Sawah Besar , Karang Anyar ,1000, Jalur Hijau Jalan 
JH Karang Anyar Raya, Jakarta Pusat , Sawah Besar , Karang Anyar ,1000, Jalur Hijau Jalan 
JH Karang Anyar D, Jakarta Pusat , Sawah Besar , Karang Anyar ,1000, Jalur Hijau Jalan 
JH Kartini V, Jakarta Pusat , Sawah Besar , Kartini ,1000, Jalur Hijau Jalan 
JH Kartini Raya, Jakarta Pusat , Sawah Besar , Kartini ,1000, Jalur Hijau Jalan 
JH Pasar baru, Jakarta Pusat , Sawah Besar , Pasar Baru ,1000, Jalur Hijau Jalan 
JH Senen Raya, Jakarta Pusat , Sawah Besar , Pasar Baru ,200, Jalur Hijau Jalan 
JH DR. Suotomo, Jakarta Pusat , Sawah Besar , Pasar Baru ,5000, Jalur Hijau Jalan 
JH Pasar Baru Selatan, Jakarta Pusat , Sawah Besar , Pasar Baru ,1000, Jalur Hijau Jalan 
JH Samanhudi, Jakarta Pusat , Sawah Besar , Pasar Baru ,9725, Jalur Hijau Jalan 
JH Istiqlal (Rel KA), Jakarta Pusat , Sawah Besar , Pasar Baru ,900, Jalur Hijau Jalan 
JH Pejambon, Jakarta Pusat , Sawah Besar , Pasar Baru ,1000, Jalur Hijau Jalan 
JH Pejambon, Jakarta Pusat , Sawah Besar , Pasar Baru ,1781, Jalur Hijau Jalan 
JH Wahidin Raya, Jakarta Pusat , Sawah Besar , Pasar Baru ,1000, Jalur Hijau Jalan 
JH Pasar Baru Timur, Jakarta Pusat , Sawah Besar , Pasar Baru ,1000, Jalur Hijau Jalan 
JH Wahidin I s/d II, Jakarta Pusat , Sawah Besar , Pasar Baru ,2500, Jalur Hijau Jalan 
JH Gedung Kesenian, Jakarta Pusat , Sawah Besar , Pasar Baru ,1000, Jalur Hijau Jalan 
JH DR Wahidin II, Jakarta Pusat , Sawah Besar , Pasar Baru ,472, Jalur Hijau Jalan 
JH Raden Saleh sgt, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Paseban Dalam, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Kramat Lontar, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Tanah Tinggi Barat, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Ins. Pramuka- Salemba Tengah, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Sedap Malam, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Ins. Belakang RSCM, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Pramuka Jati, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Kramat II, Jakarta Pusat , Senen , -   ,1980, Jalur Hijau Jalan 
JH Salemba Tengah, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Pal Putih, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Kembang Pacar, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Matraman Dalam, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Kramat Salemba, Jakarta Pusat , Senen , -   ,19287, Jalur Hijau Jalan 
JH Raden Saleh, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Planet Senen, Jakarta Pusat , Senen , -   ,1000, Jalur Hijau Jalan 
JH Kramat IV, Jakarta Pusat , Senen , -   ,1742, Jalur Hijau Jalan 
JH Bungur Besar, Jakarta Pusat , Senen , Bungur ,1000, Jalur Hijau Jalan 
JH Kali Baru Timur, Jakarta Pusat , Senen , Kebon Kosong ,3824, Jalur Hijau Jalan 
JH Kali Baru Barat, Jakarta Pusat , Senen , Kebon Kosong ,4086, Jalur Hijau Jalan 
JH Diponegoro (Kenari), Jakarta Pusat , Senen , Kenari ,300, Jalur Hijau Jalan 
JH Matraman-Salemba, Jakarta Pusat , Senen , Kramat ,1100, Jalur Hijau Jalan 
JH Kramat V, Jakarta Pusat , Senen , Kramat ,1924, Jalur Hijau Jalan 
JH Kramat Raya, Jakarta Pusat , Senen , Kramat ,1000, Jalur Hijau Jalan 
JH Ins.Kr Sawah-Salemba Tengah, Jakarta Pusat , Senen , Kramat ,1000, Jalur Hijau Jalan 
JH Kramat Sawah, Jakarta Pusat , Senen , Kramat ,1000, Jalur Hijau Jalan 
JH Kwitang, Jakarta Pusat , Senen , Kwitang ,1000, Jalur Hijau Jalan 
JH Gunung Agung, Jakarta Pusat , Senen , Kwitang ,8500, Jalur Hijau Jalan 
Taman HKSN, Jakarta Pusat , Senen , Senen ,2757, Jalur Hijau Jalan 
JH Pejambon (Senen), Jakarta Pusat , Senen , Senen ,380, Jalur Hijau Jalan 
JH Kramat Bunder, Jakarta Pusat , Senen , Senen ,1000, Jalur Hijau Jalan 
JH Senen Raya s/d Pecenongan, Jakarta Pusat , Senen , Senen ,3474, Jalur Hijau Jalan 
JH Stasiun Senen, Jakarta Pusat , Senen , Senen ,1000, Jalur Hijau Jalan 
JH Kramat VII, Jakarta Pusat , Senen , Senen ,1000, Jalur Hijau Jalan 
JH Abdul Rahman Saleh, Jakarta Pusat , Senen , Senen ,1335, Jalur Hijau Jalan 
JH Gunung Sahari (Senen), Jakarta Pusat , Senen , Senen ,1331, Jalur Hijau Jalan 
JH Senen-Borobudur, Jakarta Pusat , Senen , Senen ,1000, Jalur Hijau Jalan 
JH Senen Sisi Rel, Jakarta Pusat , Senen , Senen ,1000, Jalur Hijau Jalan 
JH Kramat VI, Jakarta Pusat , Senen , Senen ,1870, Jalur Hijau Jalan 
JH Kampung Bali XXIV, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Toba, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Pam Baru, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Poso, Jakarta Pusat , Tanah Abang , -   ,370, Jalur Hijau Jalan 
JH KS Tubun, Jakarta Pusat , Tanah Abang , -   ,1500, Jalur Hijau Jalan 
JH Penjernihan IV, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Maninjau, Jakarta Pusat , Tanah Abang , -   ,675, Jalur Hijau Jalan 
JH Talang Betutu, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Asia Afrika, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Penjernihan I, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Gelora II, Jakarta Pusat , Tanah Abang , -   ,3367, Jalur Hijau Jalan 
JH Danau Limboto, Jakarta Pusat , Tanah Abang , -   ,570, Jalur Hijau Jalan 
JH Shangrilla Arteri, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Palmerah Selatan, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Karet-Pejompongan, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Duku Atas, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Jempang, Jakarta Pusat , Tanah Abang , -   ,400, Jalur Hijau Jalan 
JH Plaju, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Mutiara, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Kampung Bali XXV, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Tondano, Jakarta Pusat , Tanah Abang , -   ,482, Jalur Hijau Jalan 
JH Danau Dibawah, Jakarta Pusat , Tanah Abang , -   ,720, Jalur Hijau Jalan 
JH Martapura, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Semayang, Jakarta Pusat , Tanah Abang , -   ,310, Jalur Hijau Jalan 
JH KH. Wakhid Hasyim, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Penjernihan Raya, Jakarta Pusat , Tanah Abang , -   ,31, Jalur Hijau Jalan 
JH Hati Suci, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Matana, Jakarta Pusat , Tanah Abang , -   ,200, Jalur Hijau Jalan 
JH Taman Ria Senayan, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Awaludin I/II, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Penjernihan II, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Gelora VIII, Jakarta Pusat , Tanah Abang , -   ,5545, Jalur Hijau Jalan 
JH Sungai Gerong, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Pejompongan Raya, Jakarta Pusat , Tanah Abang , -   ,841, Jalur Hijau Jalan 
JH Gelora I, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Laut Tawar, Jakarta Pusat , Tanah Abang , -   ,253, Jalur Hijau Jalan 
JH Senayan Pintu I, Jakarta Pusat , Tanah Abang , -   ,2750, Jalur Hijau Jalan 
JH Palmerah Arteri, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Karet Pasar Baru (Bivak), Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH Danau Towuti, Jakarta Pusat , Tanah Abang , -   ,200, Jalur Hijau Jalan 
JH Danau Gelinggang, Jakarta Pusat , Tanah Abang , -   ,321, Jalur Hijau Jalan 
JH Jendral Sudirman, Jakarta Pusat , Tanah Abang , -   ,1000, Jalur Hijau Jalan 
JH KH Mas Mansyur, Jakarta Pusat , Tanah Abang , -   ,3000, Jalur Hijau Jalan 
JH Danau Dampelas, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,530, Jalur Hijau Jalan 
JH Bendungan Hilir IV, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,128, Jalur Hijau Jalan 
JH Danau Malintang, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,300, Jalur Hijau Jalan 
JH Bendungan Asahan, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,1000, Jalur Hijau Jalan 
JH Danau Situ Aksan, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,360, Jalur Hijau Jalan 
JH Komp. SETIA LAN, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,1000, Jalur Hijau Jalan 
JH Penjernihan III, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,1000, Jalur Hijau Jalan 
JH Bendungan Jatiluhur, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,2500, Jalur Hijau Jalan 
JH Bendungan Hilir, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,1000, Jalur Hijau Jalan 
JH Dibawah Jembatan, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,500, Jalur Hijau Jalan 
JH Bendungan Hilir III, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,117, Jalur Hijau Jalan 
JH Bendungan Hilir Raya, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,2500, Jalur Hijau Jalan 
JH Danau Mahalona, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,508, Jalur Hijau Jalan 
JH PAM Baru I, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,1000, Jalur Hijau Jalan 
JH Mesjid I/II, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,800, Jalur Hijau Jalan 
JH Bendungan Walahar, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,672, Jalur Hijau Jalan 
JH Pejompongan II, Jakarta Pusat , Tanah Abang , Bendungan Hilir ,750, Jalur Hijau Jalan 
JH Manggala Wanabakti, Jakarta Pusat , Tanah Abang , Gelora ,10580, Jalur Hijau Jalan 
JH Arteri Palmerah, Jakarta Pusat , Tanah Abang , Gelora ,1500, Jalur Hijau Jalan 
JH Semanggi, Jakarta Pusat , Tanah Abang , Gelora ,103388, Jalur Hijau Jalan 
JH Pintu VIII Senayan, Jakarta Pusat , Tanah Abang , Gelora ,5155, Jalur Hijau Jalan 
JH Palmerah, Jakarta Pusat , Tanah Abang , Gelora ,500, Jalur Hijau Jalan 
JH Taman Kebon Sirih II, Jakarta Pusat , Tanah Abang , Kampung Bali ,2900, Jalur Hijau Jalan 
JH Kebon Sirih, Jakarta Pusat , Tanah Abang , Kampung Bali ,1424, Jalur Hijau Jalan 
JH Kampung Bali I, Jakarta Pusat , Tanah Abang , Kampung Bali ,1000, Jalur Hijau Jalan 
JH Pulau-pulau Jl.Fachrudin, Jakarta Pusat , Tanah Abang , Kampung Bali ,500, Jalur Hijau Jalan 
JH Wahid Hasyim (kampung Bali), Jakarta Pusat , Tanah Abang , Kampung Bali ,3000, Jalur Hijau Jalan 
JH Taman Kebon Sirih IV, Jakarta Pusat , Tanah Abang , Kampung Bali ,1000, Jalur Hijau Jalan 
JH Kampung Bali IV, Jakarta Pusat , Tanah Abang , Kampung Bali ,1000, Jalur Hijau Jalan 
JH Taman Kebon Sirih, Jakarta Pusat , Tanah Abang , Kampung Bali ,1200, Jalur Hijau Jalan 
JH Tembus Fachrudin, Jakarta Pusat , Tanah Abang , Kampung Bali ,1000, Jalur Hijau Jalan 
